user_id,tracker_id,mobile_app_name,is_app_enabled,show_partial_message,is_default_message_app,created_on,modified_on
179079951,2395670702,com.apple.mobilenotes,false,false,false,2023-10-21T23:29:59.000Z,2023-10-21T23:29:59.000Z
179079951,2395670702,com.apple.tv,false,false,false,2023-10-16T01:49:55.000Z,2023-10-16T01:49:55.000Z
179079951,2395670702,com.apple.Health,false,false,false,2023-10-09T23:16:41.000Z,2023-10-09T23:16:41.000Z
179079951,2395670702,notion.id,false,false,false,2023-10-27T22:40:04.000Z,2023-10-27T22:40:04.000Z
179079951,2395670702,com.dexcom.G6,false,false,false,2023-10-09T20:47:41.000Z,2023-10-09T20:47:41.000Z
179079951,2395670702,com.apple.ScreenTimeNotifications,false,false,false,2023-10-09T20:44:27.000Z,2023-10-09T20:44:27.000Z
179079951,2395670702,com.apple.siri.NotificationSource,false,false,false,2023-10-25T20:17:10.000Z,2023-10-25T20:17:10.000Z
179079951,2395670702,com.apple.findmy,false,false,false,2023-10-10T00:50:47.000Z,2023-10-10T00:50:47.000Z
179079951,2395670702,com.apple.wifid.usernotification,false,false,false,2023-10-22T20:07:08.000Z,2023-10-22T20:07:08.000Z
179079951,2395670702,beliapp,false,false,false,2023-10-13T20:53:01.000Z,2023-10-13T20:53:01.000Z
179079951,2395670702,com.locket.Locket,false,false,false,2023-11-05T02:47:59.000Z,2023-11-05T02:47:59.000Z
179079951,2395670702,com.flowerave.sidechat,false,false,false,2023-10-09T20:44:27.000Z,2023-10-09T20:44:27.000Z
179079951,2395670702,com.apple.FindMySafetyAlertsNotifications,false,false,false,2023-10-25T20:17:10.000Z,2023-10-25T20:17:10.000Z
